<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.02.11	05:00:00	1567.76	1568.80	1567.31	1568.58	7777	0	0
2020.02.11	06:00:00	1568.58	1569.01	1568.53	1568.74	3213	0	0
2020.02.11	07:00:00	1568.76	1569.15	1567.12	1568.39	7313	0	0
2020.02.11	08:00:00	1568.39	1568.69	1566.94	1567.14	9818	0	0
2020.02.11	09:00:00	1567.15	1569.96	1566.34	1568.50	15396	0	0
2020.02.11	10:00:00	1568.56	1568.94	1565.80	1568.08	24012	0	0
2020.02.11	11:00:00	1568.05	1570.06	1567.54	1568.57	18314	0	0
2020.02.11	12:00:00	1568.56	1569.26	1567.29	1567.69	11746	0	0
2020.02.11	13:00:00	1567.69	1569.73	1567.69	1568.64	10963	0	0
2020.02.11	14:00:00	1568.63	1569.96	1568.53	1569.72	13277	0	0
2020.02.11	15:00:00	1569.77	1574.01	1569.03	1572.01	32246	0	0
2020.02.11	16:00:00	1572.01	1574.05	1570.79	1571.51	40395	0	0
2020.02.11	17:00:00	1571.47	1571.65	1562.72	1564.02	47691	0	0
2020.02.11	18:00:00	1564.01	1567.06	1562.06	1566.40	41036	0	0
2020.02.11	19:00:00	1566.38	1567.65	1565.64	1565.80	19824	0	0
2020.02.11	20:00:00	1565.73	1568.64	1565.33	1567.88	15889	0	0
2020.02.11	21:00:00	1567.89	1568.80	1567.25	1568.51	18723	0	0
2020.02.11	22:00:00	1568.51	1569.57	1567.84	1568.56	20595	0	0
2020.02.11	23:00:00	1568.58	1568.60	1567.57	1567.60	3505	0	0
2020.02.12	01:00:00	1567.62	1568.04	1566.03	1567.10	4860	0	0
2020.02.12	02:00:00	1567.09	1568.60	1566.47	1568.04	10556	0	0
2020.02.12	03:00:00	1568.05	1568.32	1565.74	1567.14	19953	0	0
2020.02.12	04:00:00	1567.13	1568.17	1566.63	1567.64	12046	0	0
2020.02.12	05:00:00	1567.63	1568.28	1567.58	1567.92	6963	0	0
2020.02.12	06:00:00	1567.93	1568.46	1567.18	1567.24	5326	0	0
2020.02.12	07:00:00	1567.25	1567.37	1564.63	1565.46	14943	0	0
2020.02.12	08:00:00	1565.47	1566.35	1564.37	1566.16	14788	0	0
2020.02.12	09:00:00	1566.16	1566.16	1563.82	1565.35	15936	0	0
2020.02.12	10:00:00	1565.42	1565.52	1561.64	1562.45	25984	0	0
2020.02.12	11:00:00	1562.45	1566.08	1562.04	1565.13	16792	0	0
2020.02.12	12:00:00	1565.16	1567.74	1564.47	1566.55	15232	0	0
2020.02.12	13:00:00	1566.53	1567.30	1565.16	1567.18	10914	0	0
2020.02.12	14:00:00	1567.18	1567.20	1565.37	1565.96	9586	0	0
2020.02.12	15:00:00	1565.96	1567.10	1563.96	1566.82	22140	0	0
2020.02.12	16:00:00	1566.87	1567.30	1564.16	1564.50	37253	0	0
2020.02.12	17:00:00	1564.50	1567.77	1563.58	1567.11	38649	0	0
2020.02.12	18:00:00	1567.10	1570.46	1566.15	1569.52	24916	0	0
2020.02.12	19:00:00	1569.53	1570.13	1567.81	1568.18	13942	0	0
2020.02.12	20:00:00	1568.18	1569.33	1567.12	1567.33	14073	0	0
2020.02.12	21:00:00	1567.33	1567.70	1565.18	1565.55	12942	0	0
2020.02.12	22:00:00	1565.56	1567.23	1565.00	1567.19	10722	0	0
2020.02.12	23:00:00	1567.20	1567.20	1565.44	1565.66	3807	0	0
2020.02.13	01:00:00	1565.63	1571.47	1565.56	1569.87	16377	0	0
2020.02.13	02:00:00	1569.82	1572.59	1569.11	1570.97	23052	0	0
2020.02.13	03:00:00	1570.97	1571.31	1569.12	1569.82	25377	0	0
2020.02.13	04:00:00	1569.82	1571.40	1569.47	1571.28	13444	0	0
2020.02.13	05:00:00	1571.28	1574.29	1571.01	1574.14	13988	0	0
2020.02.13	06:00:00	1574.12	1574.29	1572.33	1573.76	8918	0	0
2020.02.13	07:00:00	1573.76	1574.89	1572.81	1574.14	12072	0	0
2020.02.13	08:00:00	1574.14	1575.59	1573.24	1573.62	13782	0	0
2020.02.13	09:00:00	1573.59	1575.76	1572.29	1575.17	21630	0	0
2020.02.13	10:00:00	1575.17	1575.83	1573.22	1574.63	23649	0	0
2020.02.13	11:00:00	1574.57	1575.87	1573.88	1575.22	19161	0	0
2020.02.13	12:00:00	1575.21	1577.56	1573.89	1574.45	25729	0	0
2020.02.13	13:00:00	1574.43	1575.44	1573.42	1574.07	20020	0	0
2020.02.13	14:00:00	1574.07	1574.82	1572.35	1573.02	20575	0	0
2020.02.13	15:00:00	1573.04	1575.77	1572.19	1575.20	31483	0	0
2020.02.13	16:00:00	1575.18	1575.76	1571.83	1575.36	53259	0	0
2020.02.13	17:00:00	1575.36	1578.30	1574.73	1575.95	62166	0	0
2020.02.13	18:00:00	1575.95	1577.51	1574.35	1576.64	31111	0	0
2020.02.13	19:00:00	1576.67	1576.76	1575.28	1576.49	16946	0	0
2020.02.13	20:00:00	1576.49	1577.22	1575.21	1576.13	17829	0	0
2020.02.13	21:00:00	1576.10	1576.57	1575.48	1575.97	13608	0	0
2020.02.13	22:00:00	1575.97	1576.54	1575.37	1576.26	16320	0	0
2020.02.13	23:00:00	1576.26	1576.93	1575.77	1575.97	4887	0	0
2020.02.14	01:00:00	1576.13	1577.76	1575.67	1577.32	6546	0	0
2020.02.14	02:00:00	1577.32	1577.61	1576.16	1576.22	8752	0	0
2020.02.14	03:00:00	1576.24	1578.20	1574.73	1576.68	20647	0	0
2020.02.14	04:00:00	1576.68	1576.81	1574.33	1574.40	11988	0	0
2020.02.14	05:00:00	1574.39	1574.60	1573.07	1574.27	12702	0	0
2020.02.14	06:00:00	1574.28	1575.01	1574.27	1574.67	5067	0	0
2020.02.14	07:00:00	1574.68	1575.61	1574.43	1575.04	8684	0	0
2020.02.14	08:00:00	1575.03	1576.22	1574.69	1575.35	10027	0	0
2020.02.14	09:00:00	1575.34	1576.48	1573.91	1575.42	14690	0	0
2020.02.14	10:00:00	1575.42	1576.42	1574.50	1575.62	16837	0	0
2020.02.14	11:00:00	1575.61	1577.02	1575.28	1576.86	12524	0	0
2020.02.14	12:00:00	1576.82	1577.06	1575.35	1575.93	9831	0	0
2020.02.14	13:00:00	1575.93	1576.44	1575.49	1576.36	8728	0	0
2020.02.14	14:00:00	1576.36	1576.89	1575.36	1575.67	10880	0	0
2020.02.14	15:00:00	1575.67	1580.56	1574.89	1580.12	33675	0	0
2020.02.14	16:00:00	1580.11	1582.88	1577.84	1582.57	43722	0	0
2020.02.14	17:00:00	1582.55	1582.88	1579.96	1581.49	38603	0	0
2020.02.14	18:00:00	1581.49	1582.20	1580.54	1581.52	20766	0	0
2020.02.14	19:00:00	1581.52	1583.79	1581.25	1583.66	18836	0	0
2020.02.14	20:00:00	1583.62	1584.17	1582.50	1583.89	18613	0	0
2020.02.14	21:00:00	1583.92	1584.33	1582.71	1582.76	12785	0	0
2020.02.14	22:00:00	1582.76	1583.09	1582.04	1582.61	13765	0	0
2020.02.14	23:00:00	1582.60	1585.02	1582.58	1583.90	5849	0	0
2020.02.17	01:00:00	1582.08	1583.15	1580.47	1582.96	9741	0	0
2020.02.17	02:00:00	1582.97	1583.79	1581.53	1582.17	11423	0	0
2020.02.17	03:00:00	1582.17	1583.67	1581.49	1582.13	18010	0	0
2020.02.17	04:00:00	1582.14	1583.26	1581.97	1582.70	9839	0	0
2020.02.17	05:00:00	1582.70	1582.71	1581.80	1582.49	5386	0	0
2020.02.17	06:00:00	1582.50	1583.18	1582.41	1583.05	3130	0	0
2020.02.17	07:00:00	1583.05	1583.21	1582.28	1582.60	5418	0	0
2020.02.17	08:00:00	1582.60	1582.85	1581.75	1581.96	7693	0	0
2020.02.17	09:00:00	1581.97	1582.54	1579.70	1580.17	8345	0	0
2020.02.17	10:00:00	1580.18	1580.71	1578.83	1580.34	12429	0	0
2020.02.17	11:00:00	1580.33	1581.21	1580.14	1580.87	6742	0	0
2020.02.17	12:00:00	1580.87	1581.12	1580.09	1580.35	4166	0	0
2020.02.17	13:00:00	1580.35	1581.41	1580.04	1580.39	4615	0	0
2020.02.17	14:00:00	1580.39	1581.82	1580.37	1581.50	5512	0	0
2020.02.17	15:00:00	1581.51	1581.79	1581.01	1581.64	4736	0	0
2020.02.17	16:00:00	1581.62	1582.63	1581.05	1581.31	5914	0	0
2020.02.17	17:00:00	1581.29	1581.89	1580.77	1581.06	5045	0	0
2020.02.17	18:00:00	1581.07	1582.40	1581.03	1581.73	4939	0	0
2020.02.17	19:00:00	1581.73	1581.98	1581.32	1581.34	2559	0	0
2020.02.18	01:00:00	1584.34	1585.54	1582.43	1584.31	10803	0	0
2020.02.18	02:00:00	1584.30	1587.01	1584.22	1586.42	13438	0	0
2020.02.18	03:00:00	1586.45	1587.13	1585.40	1585.56	23056	0	0
2020.02.18	04:00:00	1585.57	1587.07	1585.35	1586.76	17099	0	0
2020.02.18	05:00:00	1586.75	1587.13	1586.32	1586.89	9171	0	0
2020.02.18	06:00:00	1586.88	1587.46	1586.36	1586.44	5738	0	0
2020.02.18	07:00:00	1586.44	1586.77	1585.79	1585.93	8395	0	0
2020.02.18	08:00:00	1585.96	1586.26	1585.02	1585.35	10726	0	0
2020.02.18	09:00:00	1585.33	1589.10	1585.22	1588.41	17531	0	0
2020.02.18	10:00:00	1588.42	1588.88	1586.77	1587.67	23753	0	0
2020.02.18	11:00:00	1587.64	1589.23	1587.59	1588.70	15258	0	0
2020.02.18	12:00:00	1588.69	1589.39	1586.68	1587.24	18960	0	0
2020.02.18	13:00:00	1587.26	1588.09	1586.99	1587.88	10650	0	0
2020.02.18	14:00:00	1587.88	1588.04	1586.45	1586.69	12591	0	0
2020.02.18	15:00:00	1586.69	1591.92	1586.41	1591.34	28924	0	0
2020.02.18	16:00:00	1591.36	1593.39	1588.03	1589.80	52016	0	0
2020.02.18	17:00:00	1589.80	1600.85	1589.48	1600.74	55461	0	0
2020.02.18	18:00:00	1600.73	1605.13	1600.06	1604.17	47076	0	0
2020.02.18	19:00:00	1604.16	1604.17	1600.78	1601.56	24724	0	0
2020.02.18	20:00:00	1601.56	1601.68	1600.13	1600.40	18013	0	0
2020.02.18	21:00:00	1600.39	1601.57	1599.99	1601.49	16324	0	0
2020.02.18	22:00:00	1601.49	1603.28	1600.81	1602.78	15715	0	0
2020.02.18	23:00:00	1602.78	1603.40	1600.99	1601.19	4632	0	0
2020.02.19	01:00:00	1601.71	1601.96	1600.47	1600.86	5530	0	0
2020.02.19	02:00:00	1600.88	1602.09	1599.52	1601.75	11139	0	0
2020.02.19	03:00:00	1601.74	1604.79	1601.23	1602.70	28506	0	0
2020.02.19	04:00:00	1602.71	1602.71	1600.19	1602.55	16610	0	0
2020.02.19	05:00:00	1602.54	1602.54	1601.24	1601.52	9812	0	0
2020.02.19	06:00:00	1601.53	1602.00	1601.28	1601.88	5348	0	0
2020.02.19	07:00:00	1601.88	1603.43	1601.63	1603.01	9596	0	0
2020.02.19	08:00:00	1603.02	1605.62	1602.77	1603.65	15889	0	0
2020.02.19	09:00:00	1603.64	1605.83	1603.20	1604.88	18653	0	0
2020.02.19	10:00:00	1604.89	1609.52	1604.84	1607.86	28787	0	0
2020.02.19	11:00:00	1607.85	1609.22	1607.45	1608.97	18763	0	0
2020.02.19	12:00:00	1608.95	1610.95	1608.41	1609.83	17080	0	0
2020.02.19	13:00:00	1609.82	1611.30	1608.79	1609.11	17732	0	0
2020.02.19	14:00:00	1609.11	1609.40	1606.63	1606.91	18957	0	0
2020.02.19	15:00:00	1606.92	1608.45	1603.10	1603.32	36590	0	0
2020.02.19	16:00:00	1603.33	1605.87	1602.37	1604.35	56652	0	0
2020.02.19	17:00:00	1604.34	1607.73	1603.41	1606.60	41888	0	0
2020.02.19	18:00:00	1606.57	1607.48	1603.63	1607.26	33396	0	0
2020.02.19	19:00:00	1607.25	1608.49	1606.26	1607.64	19698	0	0
2020.02.19	20:00:00	1607.64	1609.26	1607.02	1609.03	14294	0	0
2020.02.19	21:00:00	1609.03	1610.11	1605.62	1606.50	24066	0	0
2020.02.19	22:00:00	1606.52	1612.95	1605.98	1612.91	22089	0	0
2020.02.19	23:00:00	1612.92	1612.94	1610.80	1611.60	7768	0	0
2020.02.20	01:00:00	1612.19	1612.88	1609.84	1610.41	11487	0	0
2020.02.20	02:00:00	1610.40	1610.41	1608.18	1609.07	22702	0	0
2020.02.20	03:00:00	1609.05	1609.44	1606.05	1609.24	29288	0	0
2020.02.20	04:00:00	1609.25	1612.07	1608.52	1609.19	26048	0	0
2020.02.20	05:00:00	1609.21	1611.06	1608.79	1610.21	20082	0	0
2020.02.20	06:00:00	1610.24	1610.58	1608.83	1609.56	10538	0	0
2020.02.20	07:00:00	1609.54	1610.30	1608.68	1609.41	15020	0	0
2020.02.20	08:00:00	1609.40	1609.79	1606.30	1606.70	18197	0	0
2020.02.20	09:00:00	1606.70	1608.22	1603.88	1607.24	26714	0	0
2020.02.20	10:00:00	1607.24	1610.67	1607.07	1608.94	32291	0	0
2020.02.20	11:00:00	1608.94	1610.89	1608.24	1609.05	23261	0	0
2020.02.20	12:00:00	1609.01	1611.04	1608.66	1610.65	21293	0	0
2020.02.20	13:00:00	1610.66	1617.82	1610.60	1617.55	27189	0	0
2020.02.20	14:00:00	1617.55	1618.79	1615.89	1616.91	31319	0	0
2020.02.20	15:00:00	1616.87	1619.17	1615.29	1615.75	42650	0	0
2020.02.20	16:00:00	1615.76	1617.50	1613.71	1617.49	53650	0	0
2020.02.20	17:00:00	1617.49	1622.50	1615.42	1617.89	53388	0	0
2020.02.20	18:00:00	1617.90	1623.74	1617.40	1621.49	85790	0	0
2020.02.20	19:00:00	1621.50	1621.95	1616.52	1616.74	52403	0	0
2020.02.20	20:00:00	1616.76	1619.06	1616.04	1618.90	35533	0	0
2020.02.20	21:00:00	1618.90	1620.06	1618.03	1619.88	22942	0	0
2020.02.20	22:00:00	1619.88	1621.05	1619.16	1619.58	19693	0	0
2020.02.20	23:00:00	1619.59	1620.25	1618.97	1619.45	4535	0	0
2020.02.21	01:00:00	1619.77	1622.75	1619.52	1622.13	13250	0	0
2020.02.21	02:00:00	1622.14	1622.24	1618.96	1619.33	20614	0	0
2020.02.21	03:00:00	1619.33	1621.56	1619.13	1621.27	28677	0	0
2020.02.21	04:00:00	1621.28	1624.69	1620.96	1623.54	25348	0	0
2020.02.21	05:00:00	1623.55	1625.12	1623.55	1624.97	13746	0	0
2020.02.21	06:00:00	1624.99	1626.57	1624.67	1626.09	10510	0	0
2020.02.21	07:00:00	1626.08	1628.79	1625.69	1628.23	18856	0	0
2020.02.21	08:00:00	1628.24	1631.86	1627.69	1631.39	23456	0	0
2020.02.21	09:00:00	1631.42	1635.40	1631.09	1633.42	34247	0	0
2020.02.21	10:00:00	1633.36	1636.56	1632.00	1632.08	48242	0	0
2020.02.21	11:00:00	1632.08	1635.55	1631.53	1634.98	27167	0	0
2020.02.21	12:00:00	1634.96	1635.17	1633.00	1634.29	22192	0	0
2020.02.21	13:00:00	1634.29	1636.22	1633.42	1635.33	20921	0	0
2020.02.21	14:00:00	1635.31	1638.10	1633.54	1637.64	24007	0	0
2020.02.21	15:00:00	1637.67	1645.55	1637.08	1643.04	46677	0	0
2020.02.21	16:00:00	1643.06	1646.59	1637.92	1644.01	80009	0	0
2020.02.21	17:00:00	1644.01	1649.27	1641.82	1643.37	100831	0	0
2020.02.21	18:00:00	1643.33	1644.14	1638.28	1640.76	59127	0	0
2020.02.21	19:00:00	1640.74	1645.45	1639.54	1643.91	37912	0	0
2020.02.21	20:00:00	1643.90	1648.48	1643.39	1647.68	37530	0	0
2020.02.21	21:00:00	1647.68	1647.89	1642.65	1644.14	36026	0	0
2020.02.21	22:00:00	1644.16	1647.25	1643.36	1643.55	27387	0	0
2020.02.21	23:00:00	1643.52	1644.16	1642.90	1643.23	6216	0	0
2020.02.24	01:00:00	1653.31	1680.87	1648.72	1665.50	50224	0	0
2020.02.24	02:00:00	1665.62	1667.32	1658.55	1662.95	40776	0	0
2020.02.24	03:00:00	1662.99	1667.80	1659.88	1661.73	47778	0	0
2020.02.24	04:00:00	1661.73	1663.54	1660.35	1662.48	27877	0	0
2020.02.24	05:00:00	1662.47	1662.78	1658.96	1660.84	21027	0	0
2020.02.24	06:00:00	1660.84	1662.42	1659.70	1662.36	9905	0	0
2020.02.24	07:00:00	1662.38	1663.72	1661.33	1661.59	17018	0	0
2020.02.24	08:00:00	1661.58	1666.84	1660.67	1666.12	22984	0	0
2020.02.24	09:00:00	1666.11	1673.40	1665.60	1672.57	42632	0	0
2020.02.24	10:00:00	1672.56	1686.28	1671.89	1680.38	85593	0	0
2020.02.24	11:00:00	1680.38	1689.34	1680.13	1682.64	71344	0	0
2020.02.24	12:00:00	1682.65	1686.94	1679.27	1686.89	40028	0	0
2020.02.24	13:00:00	1686.91	1687.80	1680.90	1682.29	39214	0	0
2020.02.24	14:00:00	1682.30	1683.33	1678.17	1680.86	42383	0	0
2020.02.24	15:00:00	1680.87	1681.23	1672.35	1677.59	61972	0	0
2020.02.24	16:00:00	1677.59	1684.30	1673.85	1674.59	94266	0	0
2020.02.24	17:00:00	1674.59	1679.55	1669.70	1674.59	79590	0	0
2020.02.24	18:00:00	1674.59	1676.23	1670.43	1672.43	59521	0	0
2020.02.24	19:00:00	1672.46	1675.23	1670.93	1674.57	52921	0	0
2020.02.24	20:00:00	1674.61	1676.87	1671.16	1672.07	44344	0	0
2020.02.24	21:00:00	1672.08	1672.47	1650.92	1653.74	52015	0	0
2020.02.24	22:00:00	1653.72	1660.45	1653.01	1659.62	58972	0	0
2020.02.24	23:00:00	1659.62	1662.79	1656.73	1658.64	13797	0	0
2020.02.25	01:00:00	1659.15	1663.80	1653.13	1653.93	27096	0	0
2020.02.25	02:00:00	1653.96	1654.84	1642.83	1647.25	44392	0	0
2020.02.25	03:00:00	1647.25	1655.88	1645.76	1655.17	54057	0	0
2020.02.25	04:00:00	1655.23	1658.81	1653.82	1657.68	37654	0	0
2020.02.25	05:00:00	1657.68	1658.49	1655.78	1656.65	25199	0	0
2020.02.25	06:00:00	1656.67	1657.47	1654.54	1655.62	13428	0	0
2020.02.25	07:00:00	1655.63	1655.89	1645.95	1649.20	33534	0	0
2020.02.25	08:00:00	1649.21	1650.48	1633.07	1637.10	53058	0	0
2020.02.25	09:00:00	1637.11	1643.74	1634.36	1640.75	44657	0	0
2020.02.25	10:00:00	1640.74	1653.75	1640.16	1653.71	68288	0	0
2020.02.25	11:00:00	1653.69	1655.51	1648.39	1651.13	49283	0	0
2020.02.25	12:00:00	1651.13	1657.29	1650.31	1653.15	43521	0	0
2020.02.25	13:00:00	1653.11	1653.98	1641.42	1646.50	48826	0	0
2020.02.25	14:00:00	1646.46	1650.56	1644.50	1647.62	48756	0	0
2020.02.25	15:00:00	1647.64	1652.50	1647.62	1650.52	44976	0	0
2020.02.25	16:00:00	1650.43	1654.87	1646.74	1651.27	86358	0	0
2020.02.25	17:00:00	1651.29	1658.49	1648.95	1654.70	118640	0	0
2020.02.25	18:00:00	1654.69	1657.16	1643.34	1645.73	108060	0	0
2020.02.25	19:00:00	1645.74	1649.14	1643.12	1648.80	72385	0	0
2020.02.25	20:00:00	1648.78	1650.18	1643.92	1644.94	72636	0	0
2020.02.25	21:00:00	1644.91	1653.63	1641.05	1650.11	103393	0	0
2020.02.25	22:00:00	1650.10	1651.90	1625.30	1629.66	95608	0	0
2020.02.25	23:00:00	1629.63	1637.21	1629.46	1634.93	19358	0	0
2020.02.26	01:00:00	1635.18	1640.98	1634.35	1639.86	17185	0	0
2020.02.26	02:00:00	1639.85	1641.85	1638.31	1641.53	23601	0	0
2020.02.26	03:00:00	1641.51	1646.28	1639.26	1644.28	54201	0	0
2020.02.26	04:00:00	1644.31	1646.09	1636.89	1640.25	45781	0	0
2020.02.26	05:00:00	1640.25	1641.50	1638.06	1640.07	29459	0	0
2020.02.26	06:00:00	1640.04	1643.13	1639.82	1641.53	17230	0	0
2020.02.26	07:00:00	1641.53	1645.41	1641.42	1643.67	26463	0	0
2020.02.26	08:00:00	1643.67	1646.24	1642.56	1645.30	27364	0	0
2020.02.26	09:00:00	1645.27	1647.97	1643.85	1644.32	43519	0	0
2020.02.26	10:00:00	1644.27	1653.89	1643.85	1651.48	63100	0	0
2020.02.26	11:00:00	1651.47	1655.02	1649.47	1650.81	67951	0	0
2020.02.26	12:00:00	1650.81	1650.83	1645.67	1649.32	45548	0	0
2020.02.26	13:00:00	1649.32	1649.32	1645.86	1647.41	34543	0	0
2020.02.26	14:00:00	1647.41	1648.18	1641.41	1644.69	48896	0	0
2020.02.26	15:00:00	1644.68	1645.06	1631.25	1632.24	56467	0	0
2020.02.26	16:00:00	1632.21	1637.15	1624.97	1635.14	74006	0	0
2020.02.26	17:00:00	1635.14	1639.48	1631.77	1637.77	84521	0	0
2020.02.26	18:00:00	1637.78	1641.09	1636.59	1639.80	56608	0	0
2020.02.26	19:00:00	1639.81	1644.67	1639.02	1640.21	64265	0	0
2020.02.26	20:00:00	1640.17	1648.96	1638.69	1646.23	69344	0	0
2020.02.26	21:00:00	1646.22	1650.07	1644.63	1648.30	70117	0	0
2020.02.26	22:00:00	1648.27	1649.10	1636.10	1636.10	56531	0	0
2020.02.26	23:00:00	1636.13	1641.71	1636.10	1640.79	11320	0	0
2020.02.27	01:00:00	1640.86	1645.65	1638.34	1643.58	21494	0	0
2020.02.27	02:00:00	1643.55	1648.05	1642.94	1646.07	48323	0	0
2020.02.27	03:00:00	1646.14	1650.40	1645.03	1649.42	51293	0	0
2020.02.27	04:00:00	1649.43	1651.41	1648.31	1648.93	30827	0	0
2020.02.27	05:00:00	1648.92	1651.15	1646.46	1650.84	22516	0	0
2020.02.27	06:00:00	1650.83	1652.45	1648.53	1652.36	17501	0	0
2020.02.27	07:00:00	1652.38	1652.38	1648.87	1652.31	27943	0	0
2020.02.27	08:00:00	1652.31	1652.67	1647.22	1648.06	32351	0	0
2020.02.27	09:00:00	1648.06	1649.19	1641.33	1648.13	62570	0	0
2020.02.27	10:00:00	1648.11	1650.95	1645.51	1646.10	66781	0	0
2020.02.27	11:00:00	1646.11	1647.89	1644.18	1647.24	45487	0	0
2020.02.27	12:00:00	1647.22	1648.37	1644.24	1648.08	34973	0	0
2020.02.27	13:00:00	1648.14	1650.48	1646.05	1649.10	33750	0	0
2020.02.27	14:00:00	1649.09	1653.99	1647.21	1653.62	45406	0	0
2020.02.27	15:00:00	1653.60	1654.26	1647.73	1651.77	57245	0	0
2020.02.27	16:00:00	1651.77	1657.78	1650.13	1652.93	101919	0	0
2020.02.27	17:00:00	1652.86	1660.39	1651.39	1652.00	101372	0	0
2020.02.27	18:00:00	1651.97	1655.02	1642.09	1649.43	95919	0	0
2020.02.27	19:00:00	1649.47	1650.15	1638.18	1640.75	88685	0	0
2020.02.27	20:00:00	1640.74	1647.47	1638.79	1645.34	82660	0	0
2020.02.27	21:00:00	1645.35	1647.11	1639.38	1641.53	63296	0	0
2020.02.27	22:00:00	1641.54	1643.43	1635.59	1636.99	56813	0	0
2020.02.27	23:00:00	1637.00	1644.71	1635.24	1644.46	16925	0	0
2020.02.28	01:00:00	1643.76	1649.50	1641.45	1645.73	26654	0	0
2020.02.28	02:00:00	1645.70	1646.80	1641.10	1645.68	34681	0	0
2020.02.28	03:00:00	1645.65	1648.20	1639.88	1642.48	65192	0	0
2020.02.28	04:00:00	1642.47	1644.35	1640.12	1642.83	35781	0	0
2020.02.28	05:00:00	1642.83	1645.74	1638.83	1638.97	47868	0	0
2020.02.28	06:00:00	1638.97	1639.86	1634.77	1638.83	43845	0	0
2020.02.28	07:00:00	1638.83	1642.45	1628.47	1630.84	60584	0	0
2020.02.28	08:00:00	1630.84	1635.39	1626.69	1633.07	64276	0	0
2020.02.28	09:00:00	1633.07	1633.24	1621.22	1627.76	70105	0	0
2020.02.28	10:00:00	1627.76	1641.27	1625.57	1635.64	91261	0	0
2020.02.28	11:00:00	1635.63	1637.42	1625.79	1627.73	66200	0	0
2020.02.28	12:00:00	1627.69	1632.10	1623.86	1630.11	57405	0	0
2020.02.28	13:00:00	1630.12	1632.81	1624.64	1629.52	46282	0	0
2020.02.28	14:00:00	1629.48	1629.76	1618.01	1619.81	58475	0	0
2020.02.28	15:00:00	1619.82	1629.24	1619.64	1628.79	75769	0	0
2020.02.28	16:00:00	1628.77	1629.23	1613.86	1615.79	104682	0	0
2020.02.28	17:00:00	1615.80	1617.00	1571.25	1583.73	120449	0	0
2020.02.28	18:00:00	1583.69	1595.46	1581.49	1590.11	63921	0	0
2020.02.28	19:00:00	1590.10	1590.64	1581.79	1583.69	38512	0	0
2020.02.28	20:00:00	1583.69	1583.69	1562.81	1574.08	54864	0	0
2020.02.28	21:00:00	1574.08	1592.81	1564.96	1583.10	47503	0	0
2020.02.28	22:00:00	1583.07	1588.17	1575.92	1578.23	30098	0	0
2020.02.28	23:00:00	1578.21	1587.55	1577.10	1585.96	11644	0	0
2020.03.02	01:00:00	1591.92	1593.08	1575.38	1584.87	26177	0	0
2020.03.02	02:00:00	1584.85	1598.45	1581.59	1597.05	37145	0	0
2020.03.02	03:00:00	1597.05	1606.64	1595.58	1595.59	94684	0	0
2020.03.02	04:00:00	1595.58	1598.24	1590.90	1595.46	55251	0	0
2020.03.02	05:00:00	1595.45	1600.65	1592.60	1598.94	41153	0	0
2020.03.02	06:00:00	1598.94	1603.13	1598.25	1600.36	26109	0	0
2020.03.02	07:00:00	1600.36	1605.51	1599.29	1604.00	32543	0	0
2020.03.02	08:00:00	1604.01	1605.38	1600.29	1602.24	37720	0	0
2020.03.02	09:00:00	1602.24	1604.02	1596.04	1597.95	57389	0	0
2020.03.02	10:00:00	1597.95	1606.84	1597.95	1605.54	69715	0	0
2020.03.02	11:00:00	1605.51	1610.55	1602.86	1609.12	57665	0	0
2020.03.02	12:00:00	1609.20	1611.08	1607.24	1609.46	42807	0	0
2020.03.02	13:00:00	1609.42	1610.79	1603.19	1606.46	53178	0	0
2020.03.02	14:00:00	1606.44	1607.22	1595.75	1598.47	66726	0	0
2020.03.02	15:00:00	1598.47	1603.37	1592.43	1595.75	76112	0	0
2020.03.02	16:00:00	1595.80	1601.81	1591.81	1598.89	86333	0	0
2020.03.02	17:00:00	1598.96	1601.57	1590.99	1593.72	82847	0	0
2020.03.02	18:00:00	1593.88	1598.83	1591.42	1596.29	63163	0	0
2020.03.02	19:00:00	1596.28	1601.51	1595.93	1598.36	42273	0	0
2020.03.02	20:00:00	1598.34	1598.68	1590.38	1593.10	39174	0	0
2020.03.02	21:00:00	1593.07	1597.46	1592.86	1594.99	26458	0	0
2020.03.02	22:00:00	1595.10	1596.97	1583.91	1585.72	35082	0	0
2020.03.02	23:00:00	1585.73	1593.73	1585.69	1589.47	11780	0	0
2020.03.03	01:00:00	1585.30	1593.77	1584.84	1591.97	11323	0	0
2020.03.03	02:00:00	1591.97	1593.94	1589.68	1591.93	21766	0	0
2020.03.03	03:00:00	1591.93	1600.30	1591.92	1597.38	45796	0	0
2020.03.03	04:00:00	1597.38	1599.43	1595.19	1598.76	24078	0	0
2020.03.03	05:00:00	1598.73	1599.51	1596.75	1597.90	18138	0	0
2020.03.03	06:00:00	1597.89	1601.21	1597.30	1600.16	19807	0	0
2020.03.03	07:00:00	1600.17	1600.25	1597.45	1598.95	17387	0	0
2020.03.03	08:00:00	1598.95	1599.52	1593.53	1595.13	28835	0	0
2020.03.03	09:00:00	1595.11	1598.14	1593.50	1595.06	32962	0	0
2020.03.03	10:00:00	1594.95	1597.25	1594.11	1595.93	35633	0	0
2020.03.03	11:00:00	1595.90	1597.18	1594.61	1597.10	21190	0	0
